order_id,customer_id,order_date,order_status,payment_method,subtotal,discount_amount,shipping_fee,tax_amount,total_order_value,delivery_city,delivery_state,coupon_code,is_failed_order,is_returned,revenue_leakage_flag,refund_amount,revenue_loss_amount,net_revenue
532,8953,2026-02-16,Delivered,Debit Card,100167.03,0.0,0.0,18030.07,118197.1,Indore,Madhya Pradesh,No Coupon,No,No,No,364,0.0,117833.1
533,8953,2026-03-19,Cancelled,Net Banking,123166.85,11310.08,0.0,20134.22,131990.99,Indore,Madhya Pradesh,PAYTM50,No,No,No,132,0.0,131858.99
534,1861,2025-09-10,Delivered,Net Banking,44380.6,0.0,0.0,7988.51,52369.11,Jaipur,Rajasthan,No Coupon,No,No,No,159,0.0,52210.11
535,5305,2025-03-05,Delivered,Credit Card,1082.87,61.23,0.0,183.9,1205.54,Ahmedabad,Gujarat,FESTIVE20,No,No,No,478,0.0,727.54
536,9991,2025-01-14,Cancelled,Credit Card,2134.64,142.43,0.0,358.6,2350.81,Ahmedabad,Gujarat,FESTIVE20,No,No,No,145,0.0,2205.81
537,9991,2025-01-29,Delivered,Debit Card,83821.58,8683.49,0.0,13524.86,88662.95,Ahmedabad,Gujarat,SAVE10,No,No,No,483,0.0,88179.95
538,7083,2025-06-01,Delivered,UPI,1568.68,1.4,0.0,282.11,1849.39,Hyderabad,Telangana,WELCOME100,No,No,No,492,0.0,1357.39
539,7083,2025-06-27,Delivered,Credit Card,3480.15,0.0,0.0,626.43,4106.58,Hyderabad,Telangana,No Coupon,No,No,No,331,0.0,3775.58
540,10211,2025-07-30,Failed,Net Banking,44354.36,3725.14,0.0,7313.26,47942.48,Kochi,Kerala,BIGBASH,Yes,No,Yes,200,47942.48,47742.48
541,10211,2025-09-09,Delivered,UPI,74127.77,0.0,0.0,13343.0,87470.77,Kochi,Kerala,No Coupon,No,No,No,280,0.0,87190.77
542,10391,2025-08-07,Delivered,Credit Card,2851.06,0.0,0.0,513.19,3364.25,Hyderabad,Telangana,No Coupon,No,No,No,158,0.0,3206.25
543,2718,2026-06-27,Delivered,Credit Card,20894.55,0.0,0.0,3761.02,24655.57,Kochi,Kerala,No Coupon,No,No,No,101,0.0,24554.57
544,2718,2026-07-16,Cancelled,UPI,53718.8,4389.56,0.0,8879.26,58208.5,Kochi,Kerala,SAVE10,No,No,No,494,0.0,57714.5
545,8852,2026-07-17,Delivered,COD,415.76,0.0,50.0,74.84,540.6,Indore,Madhya Pradesh,No Coupon,No,No,No,93,0.0,447.6
546,9995,2024-11-01,Delivered,UPI,2413.81,0.0,0.0,434.49,2848.3,Lucknow,Uttar Pradesh,No Coupon,No,No,No,476,0.0,2372.3
547,9828,2026-04-30,Delivered,Credit Card,113476.3,0.0,0.0,20425.73,133902.03,Kochi,Kerala,No Coupon,No,No,No,124,0.0,133778.03
548,9828,2026-06-10,Returned,UPI,145568.91,3950.54,0.0,25491.31,167109.68,Kochi,Kerala,FESTIVE20,No,Yes,Yes,97,97.0,167012.68
549,6195,2025-05-06,Returned,UPI,309318.66,0.0,0.0,55677.36,364996.02,Hyderabad,Telangana,No Coupon,No,Yes,Yes,85,85.0,364911.02
550,6195,2025-06-18,Failed,UPI,433.67,0.0,50.0,78.06,561.73,Hyderabad,Telangana,No Coupon,Yes,No,Yes,363,561.73,198.73
551,10288,2025-03-17,Delivered,UPI,6381.24,721.77,0.0,1018.7,6678.17,Ahmedabad,Gujarat,WELCOME100,No,No,No,284,0.0,6394.17
552,8143,2025-09-07,Cancelled,UPI,975.94,0.0,50.0,175.67,1201.61,Hyderabad,Telangana,No Coupon,No,No,No,317,0.0,884.6099999999999
553,8143,2025-10-14,Delivered,UPI,73084.39,186.35,0.0,13121.65,86019.69,Hyderabad,Telangana,BIGBASH,No,No,No,89,0.0,85930.69
554,9637,2026-01-13,Delivered,Credit Card,3246.22,250.67,0.0,539.2,3534.75,Pune,Maharashtra,PAYTM50,No,No,No,55,0.0,3479.75
555,1459,2026-05-17,Delivered,UPI,90032.9,8984.69,0.0,14588.68,95636.89,Jaipur,Rajasthan,FESTIVE20,No,No,No,200,0.0,95436.89
556,7305,2025-12-25,Failed,Credit Card,9382.26,641.88,0.0,1573.27,10313.65,Mumbai,Maharashtra,BIGBASH,Yes,No,Yes,127,10313.65,10186.65
557,7780,2026-01-14,Delivered,COD,122309.51,0.0,0.0,22015.71,144325.22,Ahmedabad,Gujarat,No Coupon,No,No,No,272,0.0,144053.22
558,5586,2026-02-01,Delivered,Credit Card,1280.27,91.63,0.0,213.96,1402.6,Mumbai,Maharashtra,PAYTM50,No,No,No,183,0.0,1219.6
559,5586,2026-03-04,Delivered,Debit Card,47950.75,5674.07,0.0,7609.8,49886.48,Mumbai,Maharashtra,BIGBASH,No,No,No,151,0.0,49735.48
560,2685,2026-07-16,Failed,Credit Card,165924.71,14692.14,0.0,27221.86,178454.43,Hyderabad,Telangana,FESTIVE20,Yes,No,Yes,468,178454.43,177986.43
561,9716,2026-06-26,Delivered,Credit Card,121078.87,10050.93,0.0,19985.03,131012.97,Mumbai,Maharashtra,BIGBASH,No,No,No,197,0.0,130815.97
562,9716,2026-07-27,Delivered,UPI,31639.3,1252.15,0.0,5469.69,35856.84,Mumbai,Maharashtra,PAYTM50,No,No,No,170,0.0,35686.84
563,4663,2025-04-23,Delivered,UPI,9959.64,1145.65,0.0,1586.52,10400.51,Jaipur,Rajasthan,SAVE10,No,No,No,36,0.0,10364.51
564,6080,2025-05-15,Delivered,UPI,2132.29,209.4,0.0,346.12,2269.01,Indore,Madhya Pradesh,WELCOME100,No,No,No,419,0.0,1850.01
565,6080,2025-06-04,Delivered,COD,2231.94,0.0,0.0,401.75,2633.69,Indore,Madhya Pradesh,No Coupon,No,No,No,470,0.0,2163.69
566,8523,2024-12-06,Failed,Debit Card,4572.45,0.0,0.0,823.04,5395.49,Pune,Maharashtra,No Coupon,Yes,No,Yes,106,5395.49,5289.49
567,8523,2025-01-08,Delivered,Credit Card,1342.53,0.0,0.0,241.66,1584.19,Pune,Maharashtra,No Coupon,No,No,No,394,0.0,1190.19
568,8026,2025-06-10,Delivered,COD,4108.13,405.35,0.0,666.5,4369.28,Bengaluru,Karnataka,WELCOME100,No,No,No,465,0.0,3904.28
569,8248,2026-01-14,Cancelled,Credit Card,54516.93,0.0,0.0,9813.05,64329.98,Indore,Madhya Pradesh,No Coupon,No,No,No,168,0.0,64161.98
570,8248,2026-02-25,Delivered,UPI,411.04,0.0,50.0,73.99,535.03,Indore,Madhya Pradesh,No Coupon,No,No,No,69,0.0,466.03
571,7438,2025-11-13,Delivered,UPI,177500.52,8986.08,0.0,30332.6,198847.04,Lucknow,Uttar Pradesh,SAVE10,No,No,No,9,0.0,198838.04
572,1148,2025-05-11,Returned,UPI,343.7,0.0,50.0,61.87,455.57,Kolkata,West Bengal,No Coupon,No,Yes,Yes,261,261.0,194.57
573,669,2024-11-13,Delivered,UPI,62378.47,0.0,0.0,11228.12,73606.59,Hyderabad,Telangana,No Coupon,No,No,No,319,0.0,73287.59
574,669,2024-12-15,Delivered,Credit Card,29011.05,0.0,0.0,5221.99,34233.04,Hyderabad,Telangana,No Coupon,No,No,No,385,0.0,33848.04
575,869,2026-01-18,Delivered,Credit Card,6320.1,545.9,0.0,1039.36,6813.56,Ahmedabad,Gujarat,BIGBASH,No,No,No,209,0.0,6604.56
576,3452,2024-10-05,Delivered,COD,2777.58,99.94,0.0,481.98,3159.62,Jaipur,Rajasthan,BIGBASH,No,No,No,303,0.0,2856.62
577,3452,2024-10-20,Failed,COD,18387.62,0.0,0.0,3309.77,21697.39,Jaipur,Rajasthan,No Coupon,Yes,No,Yes,56,21697.39,21641.39
578,1246,2024-09-17,Delivered,UPI,201231.63,10015.2,0.0,34418.96,225635.39,Bengaluru,Karnataka,FESTIVE20,No,No,No,298,0.0,225337.39
579,5822,2025-08-16,Cancelled,Credit Card,2570.65,345.76,0.0,400.48,2625.37,Hyderabad,Telangana,PAYTM50,No,No,No,404,0.0,2221.37
580,8762,2025-04-02,Failed,UPI,3756.94,142.04,0.0,650.68,4265.58,Lucknow,Uttar Pradesh,WELCOME100,Yes,No,Yes,271,4265.58,3994.58
581,8762,2025-05-04,Delivered,Net Banking,1796.88,155.19,0.0,295.5,1937.19,Lucknow,Uttar Pradesh,PAYTM50,No,No,No,128,0.0,1809.19
582,5176,2025-08-17,Delivered,Net Banking,4378.35,0.0,0.0,788.1,5166.45,Jaipur,Rajasthan,No Coupon,No,No,No,9,0.0,5157.45
583,10208,2025-04-06,Cancelled,UPI,6936.67,33.16,0.0,1242.63,8146.14,Pune,Maharashtra,FESTIVE20,No,No,No,388,0.0,7758.14
584,8308,2025-09-25,Delivered,Net Banking,177550.72,9132.79,0.0,30315.23,198733.16,Mumbai,Maharashtra,SAVE10,No,No,No,267,0.0,198466.16
585,8308,2025-10-28,Failed,UPI,46974.46,3288.17,0.0,7863.53,51549.82,Mumbai,Maharashtra,WELCOME100,Yes,No,Yes,287,51549.82,51262.82
586,978,2025-09-13,Returned,UPI,51169.35,3626.63,0.0,8557.69,56100.41,Kochi,Kerala,BIGBASH,No,Yes,Yes,293,293.0,55807.41
587,1932,2025-07-17,Delivered,Debit Card,3045.6,0.0,0.0,548.21,3593.81,Pune,Maharashtra,No Coupon,No,No,No,163,0.0,3430.81
588,1932,2025-08-19,Cancelled,Credit Card,131736.62,0.0,0.0,23712.59,155449.21,Pune,Maharashtra,No Coupon,No,No,No,314,0.0,155135.21
589,38,2025-01-15,Delivered,UPI,189984.31,14247.22,0.0,31632.68,207369.77,Patna,Bihar,BIGBASH,No,No,No,216,0.0,207153.77
590,38,2025-02-21,Delivered,UPI,1647.24,234.18,0.0,254.35,1667.41,Patna,Bihar,WELCOME100,No,No,No,333,0.0,1334.41
591,7211,2025-03-10,Cancelled,UPI,25418.66,0.0,0.0,4575.36,29994.02,Chennai,Tamil Nadu,No Coupon,No,No,No,309,0.0,29685.02
592,7211,2025-04-24,Delivered,UPI,82455.97,9066.68,0.0,13210.07,86599.36,Chennai,Tamil Nadu,WELCOME100,No,No,No,144,0.0,86455.36
593,442,2026-04-21,Delivered,UPI,1326.78,0.0,0.0,238.82,1565.6,Delhi,Delhi,No Coupon,No,No,No,52,0.0,1513.6
594,9336,2026-05-08,Delivered,Debit Card,121078.87,10497.9,0.0,19904.57,130485.54,Pune,Maharashtra,FESTIVE20,No,No,No,281,0.0,130204.54
595,9047,2025-09-10,Cancelled,Debit Card,60801.41,0.0,0.0,10944.25,71745.66,Ahmedabad,Gujarat,No Coupon,No,No,No,421,0.0,71324.66
596,9047,2025-09-29,Returned,Credit Card,199387.57,26726.02,0.0,31079.08,203740.63,Ahmedabad,Gujarat,SAVE10,No,Yes,Yes,236,236.0,203504.63
597,5469,2024-10-18,Delivered,UPI,11002.87,0.0,0.0,1980.52,12983.39,Mumbai,Maharashtra,No Coupon,No,No,No,293,0.0,12690.39
598,5469,2024-11-10,Failed,Credit Card,11194.8,79.9,0.0,2000.68,13115.58,Mumbai,Maharashtra,WELCOME100,Yes,No,Yes,274,13115.58,12841.58
599,6420,2025-01-31,Cancelled,UPI,144290.95,3983.41,0.0,25255.36,165562.9,Ahmedabad,Gujarat,SAVE10,No,No,No,319,0.0,165243.9
600,6420,2025-03-04,Delivered,Credit Card,77339.97,0.0,0.0,13921.19,91261.16,Ahmedabad,Gujarat,No Coupon,No,No,No,377,0.0,90884.16
601,7945,2025-08-11,Delivered,Credit Card,82298.09,0.0,0.0,14813.66,97111.75,Lucknow,Uttar Pradesh,No Coupon,No,No,No,333,0.0,96778.75
602,7945,2025-09-12,Delivered,Credit Card,579.09,61.6,50.0,93.15,660.64,Lucknow,Uttar Pradesh,FESTIVE20,No,No,No,334,0.0,326.64
603,8327,2026-03-26,Delivered,UPI,131281.33,0.0,0.0,23630.64,154911.97,Pune,Maharashtra,No Coupon,No,No,No,470,0.0,154441.97
604,8327,2026-05-01,Delivered,Net Banking,1468.78,0.0,0.0,264.38,1733.16,Pune,Maharashtra,No Coupon,No,No,No,499,0.0,1234.16
605,3137,2024-09-22,Delivered,UPI,9589.21,0.0,0.0,1726.06,11315.27,Jaipur,Rajasthan,No Coupon,No,No,No,335,0.0,10980.27
606,3137,2024-10-23,Delivered,UPI,11889.97,1538.88,0.0,1863.2,12214.29,Jaipur,Rajasthan,FESTIVE20,No,No,No,438,0.0,11776.29
607,2589,2024-11-26,Delivered,Wallet,13300.7,1933.69,0.0,2046.06,13413.07,Jaipur,Rajasthan,PAYTM50,No,No,No,448,0.0,12965.07
608,2607,2025-10-02,Delivered,Net Banking,153867.65,0.0,0.0,27696.18,181563.83,Bengaluru,Karnataka,No Coupon,No,No,No,247,0.0,181316.83
609,423,2025-07-17,Delivered,Credit Card,7224.54,570.53,0.0,1197.72,7851.73,Mumbai,Maharashtra,WELCOME100,No,No,No,390,0.0,7461.73
610,7097,2024-09-15,Delivered,Debit Card,47525.28,0.0,0.0,8554.55,56079.83,Kolkata,West Bengal,No Coupon,No,No,No,114,0.0,55965.83
611,7097,2024-10-09,Delivered,UPI,175329.35,0.0,0.0,31559.28,206888.63,Kolkata,West Bengal,No Coupon,No,No,No,18,0.0,206870.63
612,1090,2025-02-25,Delivered,COD,8001.37,507.4,0.0,1348.91,8842.88,Bengaluru,Karnataka,WELCOME100,No,No,No,459,0.0,8383.88
613,2318,2025-12-11,Delivered,UPI,26807.56,0.0,0.0,4825.36,31632.92,Patna,Bihar,No Coupon,No,No,No,372,0.0,31260.92
614,2318,2025-12-26,Delivered,Credit Card,118273.99,0.0,0.0,21289.32,139563.31,Patna,Bihar,No Coupon,No,No,No,248,0.0,139315.31
615,4700,2024-09-21,Failed,UPI,1501.04,0.0,0.0,270.19,1771.23,Chennai,Tamil Nadu,No Coupon,Yes,No,Yes,130,1771.23,1641.23
616,4700,2024-10-18,Delivered,Debit Card,10356.57,0.0,0.0,1864.18,12220.75,Chennai,Tamil Nadu,No Coupon,No,No,No,298,0.0,11922.75
617,4793,2025-02-26,Delivered,UPI,77206.12,0.0,0.0,13897.1,91103.22,Indore,Madhya Pradesh,No Coupon,No,No,No,30,0.0,91073.22
618,2149,2025-01-09,Failed,COD,2595.72,357.77,0.0,402.83,2640.78,Indore,Madhya Pradesh,FESTIVE20,Yes,No,Yes,2,2640.78,2638.78
619,2924,2025-07-31,Delivered,UPI,98168.53,0.0,0.0,17670.34,115838.87,Jaipur,Rajasthan,No Coupon,No,No,No,430,0.0,115408.87
620,9470,2024-10-11,Delivered,UPI,1699.58,0.0,0.0,305.92,2005.5,Bengaluru,Karnataka,No Coupon,No,No,No,26,0.0,1979.5
621,9470,2024-11-16,Delivered,Credit Card,3406.16,232.11,0.0,571.33,3745.38,Bengaluru,Karnataka,FESTIVE20,No,No,No,227,0.0,3518.38
622,10016,2025-01-04,Delivered,UPI,2409.82,205.87,0.0,396.71,2600.66,Hyderabad,Telangana,SAVE10,No,No,No,482,0.0,2118.66
623,10016,2025-02-17,Delivered,Debit Card,60350.26,484.51,0.0,10775.83,70641.58,Hyderabad,Telangana,WELCOME100,No,No,No,311,0.0,70330.58
624,361,2025-06-07,Delivered,UPI,5792.92,0.0,0.0,1042.73,6835.65,Patna,Bihar,No Coupon,No,No,No,360,0.0,6475.65
625,361,2025-07-10,Cancelled,UPI,90617.75,3840.44,0.0,15619.92,102397.23,Patna,Bihar,FESTIVE20,No,No,No,58,0.0,102339.23
626,672,2026-06-28,Delivered,Net Banking,2418.45,337.1,0.0,374.64,2455.99,Bengaluru,Karnataka,SAVE10,No,No,No,11,0.0,2444.99
627,672,2026-08-06,Delivered,Net Banking,71832.87,0.0,0.0,12929.92,84762.79,Bengaluru,Karnataka,No Coupon,No,No,No,230,0.0,84532.79
628,8858,2025-03-31,Failed,Net Banking,73680.83,1098.26,0.0,13064.86,85647.43,Hyderabad,Telangana,PAYTM50,Yes,No,Yes,147,85647.43,85500.43
629,9101,2025-03-15,Delivered,COD,468.23,51.66,50.0,74.98,541.55,Kochi,Kerala,PAYTM50,No,No,No,206,0.0,335.54999999999995
630,9101,2025-04-24,Delivered,UPI,84155.3,0.0,0.0,15147.95,99303.25,Kochi,Kerala,No Coupon,No,No,No,269,0.0,99034.25
631,3349,2026-05-06,Cancelled,Credit Card,5062.81,306.81,0.0,856.08,5612.08,Lucknow,Uttar Pradesh,SAVE10,No,No,No,226,0.0,5386.08
632,3349,2026-06-10,Delivered,UPI,61407.5,0.0,0.0,11053.35,72460.85,Lucknow,Uttar Pradesh,No Coupon,No,No,No,90,0.0,72370.85
633,1824,2026-05-30,Delivered,UPI,1092.55,154.88,0.0,168.78,1106.45,Lucknow,Uttar Pradesh,SAVE10,No,No,No,417,0.0,689.45
634,1824,2026-07-09,Delivered,Credit Card,2778.95,416.65,0.0,425.21,2787.51,Lucknow,Uttar Pradesh,FESTIVE20,No,No,No,467,0.0,2320.51
635,4346,2026-03-13,Returned,Debit Card,1943.32,283.56,0.0,298.76,1958.52,Chennai,Tamil Nadu,WELCOME100,No,Yes,Yes,495,495.0,1463.52
636,4346,2026-04-26,Delivered,Credit Card,38655.66,4802.37,0.0,6093.59,39946.88,Chennai,Tamil Nadu,BIGBASH,No,No,No,41,0.0,39905.88
637,9085,2024-11-04,Delivered,Credit Card,710.73,0.0,50.0,127.93,888.66,Chennai,Tamil Nadu,No Coupon,No,No,No,271,0.0,617.66
638,9085,2024-12-07,Delivered,Wallet,34943.84,0.0,0.0,6289.89,41233.73,Chennai,Tamil Nadu,No Coupon,No,No,No,358,0.0,40875.73
639,421,2026-03-11,Delivered,UPI,3509.17,387.29,0.0,561.94,3683.82,Bengaluru,Karnataka,BIGBASH,No,No,No,390,0.0,3293.82
640,4533,2025-07-17,Delivered,Credit Card,11259.67,56.06,0.0,2016.65,13220.26,Kochi,Kerala,WELCOME100,No,No,No,204,0.0,13016.26
641,4533,2025-08-17,Delivered,Credit Card,31728.42,0.0,0.0,5711.12,37439.54,Kochi,Kerala,No Coupon,No,No,No,397,0.0,37042.54
642,723,2024-12-03,Delivered,Debit Card,50614.5,554.93,0.0,9010.72,59070.29,Ahmedabad,Gujarat,PAYTM50,No,No,No,52,0.0,59018.29
643,723,2025-01-07,Delivered,Credit Card,112608.37,8890.45,0.0,18669.23,122387.15,Ahmedabad,Gujarat,WELCOME100,No,No,No,369,0.0,122018.15
644,733,2026-01-07,Delivered,UPI,5062.81,0.0,0.0,911.31,5974.12,Kochi,Kerala,No Coupon,No,No,No,468,0.0,5506.12
645,3204,2024-12-01,Failed,Debit Card,7463.2,545.86,0.0,1245.12,8162.46,Mumbai,Maharashtra,SAVE10,Yes,No,Yes,480,8162.46,7682.46
646,9592,2025-12-30,Delivered,COD,4908.97,300.89,0.0,829.45,5437.53,Lucknow,Uttar Pradesh,PAYTM50,No,No,No,366,0.0,5071.53
647,9592,2026-01-18,Delivered,UPI,3784.6,388.49,0.0,611.3,4007.41,Lucknow,Uttar Pradesh,FESTIVE20,No,No,No,405,0.0,3602.41
648,9189,2026-07-24,Delivered,Net Banking,1489.26,99.19,0.0,250.21,1640.28,Kochi,Kerala,PAYTM50,No,No,No,269,0.0,1371.28
649,2705,2025-12-05,Cancelled,Credit Card,1115.97,0.0,0.0,200.87,1316.84,Ahmedabad,Gujarat,No Coupon,No,No,No,454,0.0,862.8399999999999
650,5767,2025-10-30,Delivered,Wallet,162.1,8.13,50.0,27.71,231.68,Bengaluru,Karnataka,SAVE10,No,No,No,154,0.0,77.68
651,5767,2025-12-01,Delivered,UPI,516.42,0.0,50.0,92.96,659.38,Bengaluru,Karnataka,No Coupon,No,No,No,298,0.0,361.38
652,6140,2025-03-26,Delivered,UPI,76370.35,1846.16,0.0,13414.35,87938.54,Ahmedabad,Gujarat,BIGBASH,No,No,No,495,0.0,87443.54
653,4959,2026-01-31,Returned,Debit Card,30194.05,3240.07,0.0,4851.72,31805.7,Lucknow,Uttar Pradesh,SAVE10,No,Yes,Yes,349,349.0,31456.7
654,2923,2025-03-30,Delivered,Credit Card,62418.15,0.0,0.0,11235.27,73653.42,Ahmedabad,Gujarat,No Coupon,No,No,No,459,0.0,73194.42
655,2923,2025-05-12,Delivered,UPI,190133.86,13117.77,0.0,31862.9,208878.99,Ahmedabad,Gujarat,PAYTM50,No,No,No,412,0.0,208466.99
656,8968,2025-04-06,Delivered,Debit Card,156010.33,6941.59,0.0,26832.37,175901.11,Jaipur,Rajasthan,FESTIVE20,No,No,No,63,0.0,175838.11
657,1664,2025-05-18,Failed,UPI,2374.59,0.0,0.0,427.43,2802.02,Patna,Bihar,No Coupon,Yes,No,Yes,76,2802.02,2726.02
658,1664,2025-06-22,Delivered,Wallet,6954.41,2.07,0.0,1251.42,8203.76,Patna,Bihar,PAYTM50,No,No,No,97,0.0,8106.76
659,10309,2024-10-02,Delivered,UPI,17212.36,0.0,0.0,3098.22,20310.58,Kochi,Kerala,No Coupon,No,No,No,59,0.0,20251.58
660,10168,2024-11-28,Cancelled,COD,3492.14,0.0,0.0,628.59,4120.73,Lucknow,Uttar Pradesh,No Coupon,No,No,No,132,0.0,3988.73
661,9202,2025-11-23,Returned,Credit Card,85515.08,9795.61,0.0,13629.5,89348.97,Pune,Maharashtra,WELCOME100,No,Yes,Yes,445,445.0,88903.97
662,9202,2026-01-04,Returned,Net Banking,48786.35,2300.23,0.0,8367.5,54853.62,Pune,Maharashtra,BIGBASH,No,Yes,Yes,346,346.0,54507.62
663,5647,2025-06-13,Delivered,UPI,218276.85,13995.62,0.0,36770.62,241051.85,Kochi,Kerala,PAYTM50,No,No,No,352,0.0,240699.85
664,5647,2025-07-07,Delivered,UPI,331.29,0.0,50.0,59.63,440.92,Kochi,Kerala,No Coupon,No,No,No,85,0.0,355.92
665,9876,2026-06-09,Returned,UPI,2647.35,0.0,0.0,476.52,3123.87,Mumbai,Maharashtra,No Coupon,No,Yes,Yes,124,124.0,2999.87
666,2941,2024-09-28,Delivered,UPI,291518.63,29780.39,0.0,47112.88,308851.12,Pune,Maharashtra,SAVE10,No,No,No,387,0.0,308464.12
667,2941,2024-11-04,Failed,Debit Card,9542.94,681.91,0.0,1594.99,10456.02,Pune,Maharashtra,SAVE10,Yes,No,Yes,252,10456.02,10204.02
668,9878,2024-11-01,Delivered,Debit Card,5081.73,488.63,0.0,826.76,5419.86,Pune,Maharashtra,PAYTM50,No,No,No,105,0.0,5314.86
669,10059,2025-07-02,Failed,Net Banking,72034.74,787.99,0.0,12824.41,84071.16,Kolkata,West Bengal,PAYTM50,Yes,No,Yes,397,84071.16,83674.16
670,2520,2025-11-21,Delivered,UPI,58790.28,1393.15,0.0,10331.48,67728.61,Lucknow,Uttar Pradesh,WELCOME100,No,No,No,375,0.0,67353.61
671,2520,2025-12-15,Delivered,UPI,332.72,23.03,50.0,55.74,415.43,Lucknow,Uttar Pradesh,PAYTM50,No,No,No,72,0.0,343.43
672,6405,2024-12-11,Returned,Credit Card,3359.54,0.0,0.0,604.72,3964.26,Mumbai,Maharashtra,No Coupon,No,Yes,Yes,131,131.0,3833.26
673,402,2024-09-19,Delivered,COD,96459.24,8124.4,0.0,15900.27,104235.11,Patna,Bihar,BIGBASH,No,No,No,425,0.0,103810.11
674,2995,2026-03-26,Delivered,UPI,17423.46,1339.87,0.0,2895.05,18978.64,Kolkata,West Bengal,PAYTM50,No,No,No,392,0.0,18586.64
675,10286,2025-05-19,Delivered,Debit Card,40567.16,0.0,0.0,7302.09,47869.25,Chennai,Tamil Nadu,No Coupon,No,No,No,327,0.0,47542.25
676,7709,2025-01-08,Cancelled,Debit Card,187187.65,17110.58,0.0,30613.87,200690.94,Mumbai,Maharashtra,WELCOME100,No,No,No,291,0.0,200399.94
677,7709,2025-02-03,Delivered,COD,93365.41,11557.37,0.0,14725.45,96533.49,Mumbai,Maharashtra,BIGBASH,No,No,No,385,0.0,96148.49
678,3570,2025-11-17,Delivered,Debit Card,4078.66,0.0,0.0,734.16,4812.82,Ahmedabad,Gujarat,No Coupon,No,No,No,323,0.0,4489.82
679,3570,2025-12-13,Delivered,Debit Card,1223.85,0.0,0.0,220.29,1444.14,Ahmedabad,Gujarat,No Coupon,No,No,No,264,0.0,1180.14
680,10439,2026-02-11,Cancelled,Credit Card,91782.37,8335.16,0.0,15020.5,98467.71,Delhi,Delhi,WELCOME100,No,No,No,126,0.0,98341.71
681,10439,2026-03-04,Delivered,UPI,64910.64,3888.01,0.0,10984.07,72006.7,Delhi,Delhi,FESTIVE20,No,No,No,136,0.0,71870.7
682,5132,2025-01-26,Delivered,UPI,158527.54,0.0,0.0,28534.96,187062.5,Chennai,Tamil Nadu,No Coupon,No,No,No,461,0.0,186601.5
683,5132,2025-02-13,Failed,UPI,32293.53,1894.95,0.0,5471.74,35870.32,Chennai,Tamil Nadu,PAYTM50,Yes,No,Yes,48,35870.32,35822.32
684,8060,2025-12-03,Cancelled,COD,2580.55,0.0,0.0,464.5,3045.05,Delhi,Delhi,No Coupon,No,No,No,295,0.0,2750.05
685,8060,2026-01-15,Delivered,UPI,32558.94,0.0,0.0,5860.61,38419.55,Delhi,Delhi,No Coupon,No,No,No,119,0.0,38300.55
686,10365,2025-08-15,Delivered,Debit Card,414.51,58.73,50.0,64.04,469.82,Delhi,Delhi,WELCOME100,No,No,No,55,0.0,414.82
687,10365,2025-09-28,Delivered,UPI,73262.26,5065.95,0.0,12275.34,80471.65,Delhi,Delhi,BIGBASH,No,No,No,209,0.0,80262.65
688,1619,2025-08-06,Cancelled,UPI,36858.46,5172.89,0.0,5703.4,37388.97,Pune,Maharashtra,WELCOME100,No,No,No,477,0.0,36911.97
689,1619,2025-08-22,Delivered,Net Banking,296561.67,0.0,0.0,53381.1,349942.77,Pune,Maharashtra,No Coupon,No,No,No,270,0.0,349672.77
690,7399,2025-11-07,Delivered,Credit Card,767.82,68.76,50.0,125.83,874.89,Patna,Bihar,WELCOME100,No,No,No,299,0.0,575.89
691,8292,2025-07-11,Delivered,Credit Card,30864.11,3603.64,0.0,4906.88,32167.35,Kolkata,West Bengal,BIGBASH,No,No,No,27,0.0,32140.35
692,3804,2025-03-31,Failed,UPI,1971.55,63.73,0.0,343.41,2251.23,Mumbai,Maharashtra,BIGBASH,Yes,No,Yes,66,2251.23,2185.23
693,8234,2025-03-14,Delivered,UPI,143002.41,17005.29,0.0,22679.48,148676.6,Bengaluru,Karnataka,WELCOME100,No,No,No,492,0.0,148184.6
694,8234,2025-04-16,Delivered,Credit Card,144.94,0.0,50.0,26.09,221.03,Bengaluru,Karnataka,No Coupon,No,No,No,16,0.0,205.03
695,8436,2026-02-17,Delivered,Credit Card,33627.61,0.0,0.0,6052.97,39680.58,Delhi,Delhi,No Coupon,No,No,No,122,0.0,39558.58
696,3360,2025-12-06,Failed,UPI,663.18,59.97,50.0,108.58,761.79,Delhi,Delhi,WELCOME100,Yes,No,Yes,266,761.79,495.79
697,8272,2025-06-08,Returned,UPI,7156.68,0.0,0.0,1288.2,8444.88,Kolkata,West Bengal,No Coupon,No,Yes,Yes,180,180.0,8264.88
698,8272,2025-07-08,Delivered,UPI,32750.15,3120.34,0.0,5333.37,34963.18,Kolkata,West Bengal,PAYTM50,No,No,No,298,0.0,34665.18
699,8921,2025-07-13,Delivered,Wallet,45807.49,0.0,0.0,8245.35,54052.84,Kolkata,West Bengal,No Coupon,No,No,No,160,0.0,53892.84
700,7580,2026-02-26,Delivered,UPI,71454.64,0.0,0.0,12861.84,84316.48,Ahmedabad,Gujarat,No Coupon,No,No,No,93,0.0,84223.48
701,9242,2025-05-04,Failed,Net Banking,5161.57,0.0,0.0,929.08,6090.65,Indore,Madhya Pradesh,No Coupon,Yes,No,Yes,491,6090.65,5599.65
