return_refund_id,order_id,order_item_id,return_type,return_request_date,return_reason,returned_quantity,product_condition,refund_status,refund_request_date,refund_processed_date,refund_amount,reverse_logistics_cost,restocking_cost,refund_delay_days,is_full_refund
579,724,1236,Quality Issue,2026-06-10,Customer Refused,1,Sellable,Processed,2026-06-10,2026-06-11,1894.02,149.28,17.77,8,Yes
580,726,1238,Wrong Item,2026-03-15,Late Delivery,1,Damaged,Processed,2026-03-15,2026-03-16,4953.38,101.88,33.03,6,Yes
581,728,1241,Wrong Item,2025-02-17,Customer Refused,1,Sellable,Processed,2025-02-17,2025-02-19,2279.77,70.6,28.33,6,Yes
582,730,1244,Wrong Item,2025-09-25,Customer Refused,1,Opened,Processed,2025-09-25,2025-09-28,2097.58,146.4,24.6,4,Yes
583,733,1249,Quality Issue,2024-12-29,Late Delivery,2,Damaged,Pending,2024-12-29,2024-12-31,59714.88,123.26,16.49,9,Yes
584,733,1250,Quality Issue,2024-12-27,Late Delivery,1,Damaged,Pending,2024-12-27,2024-12-29,2767.25,81.34,23.76,2,Yes
585,733,1251,Late Delivery,2024-12-28,Late Delivery,1,Opened,Processed,2024-12-28,2024-12-30,9271.61,128.82,35.4,5,Yes
586,733,1252,Late Delivery,2024-12-29,Late Delivery,1,Opened,Processed,2024-12-29,2024-12-30,70919.44,117.1,18.79,2,Yes
587,734,1253,Wrong Item,2025-01-16,Customer Refused,1,Damaged,Processed,2025-01-16,2025-01-17,5576.34,73.96,29.24,3,Yes
588,739,1260,Late Delivery,2025-08-20,Late Delivery,1,Opened,Processed,2025-08-21,2025-08-23,2382.16,101.28,39.9,1,Yes
589,740,1261,Wrong Item,2025-09-23,Late Delivery,1,Sellable,Processed,2025-09-23,2025-09-24,622.99,87.68,15.25,9,Yes
590,743,1264,Late Delivery,2025-04-06,Customer Refused,1,Sellable,Processed,2025-04-06,2025-04-07,28385.67,51.09,20.77,4,Yes
591,744,1265,Quality Issue,2024-11-11,Late Delivery,1,Sellable,Processed,2024-11-11,2024-11-14,72195.57,72.29,26.92,4,Yes
592,744,1266,Late Delivery,2024-11-10,Late Delivery,1,Damaged,Pending,2024-11-10,2024-11-12,2488.79,80.1,30.65,2,Yes
593,744,1267,Quality Issue,2024-11-12,Late Delivery,1,Damaged,Processed,2024-11-12,2024-11-14,3642.19,145.04,32.25,8,Yes
594,744,1268,Wrong Item,2024-11-10,Late Delivery,2,Damaged,Pending,2024-11-10,2024-11-13,81084.23,96.01,35.0,3,Yes
595,745,1269,Wrong Item,2025-03-09,Customer Refused,1,Damaged,Processed,2025-03-09,2025-03-12,1839.66,101.6,17.2,8,Yes
596,745,1270,Quality Issue,2025-03-11,Customer Refused,1,Damaged,Processed,2025-03-11,2025-03-12,24908.25,51.72,34.27,7,Yes
597,748,1273,Late Delivery,2025-02-11,Changed Mind,2,Sellable,Failed,2025-02-11,2025-02-13,145565.28,120.41,25.35,2,Yes
598,749,1275,Quality Issue,2026-06-02,Late Delivery,1,Opened,Processed,2026-06-02,2026-06-03,2155.48,113.49,31.86,1,Yes
599,749,1276,Wrong Item,2026-05-31,Late Delivery,1,Sellable,Processed,2026-05-31,2026-06-02,46739.78,62.86,37.32,2,Yes
600,749,1277,Late Delivery,2026-06-04,Late Delivery,1,Damaged,Processed,2026-06-04,2026-06-07,1459.37,103.93,22.0,4,Yes
601,750,1278,Quality Issue,2026-07-14,Customer Refused,1,Damaged,Processed,2026-07-14,2026-07-15,485.49,128.07,30.51,3,Yes
602,750,1279,Late Delivery,2026-07-15,Customer Refused,1,Opened,Processed,2026-07-15,2026-07-18,909.66,75.97,35.46,7,Yes
603,751,1280,Wrong Item,2026-01-20,Late Delivery,1,Sellable,Processed,2026-01-20,2026-01-21,753.76,144.01,27.59,7,Yes
604,751,1281,Wrong Item,2026-01-17,Late Delivery,1,Damaged,Pending,2026-01-17,2026-01-20,22063.27,65.63,10.12,2,Yes
605,751,1282,Wrong Item,2026-01-21,Late Delivery,1,Damaged,Processed,2026-01-21,2026-01-23,76783.54,104.25,27.98,4,Yes
606,752,1283,Wrong Item,2026-02-26,Customer Refused,1,Sellable,Failed,2026-02-26,2026-02-27,898.07,61.16,26.79,4,Yes
607,753,1284,Wrong Item,2025-03-14,Late Delivery,1,Damaged,Processed,2025-03-14,2025-03-16,5092.96,134.46,23.97,6,Yes
608,755,1287,Quality Issue,2026-01-09,Not as Described,2,Opened,Processed,2026-01-10,,5639.44,96.32,43.71,5,Yes
609,756,1290,Wrong Item,2026-07-29,Late Delivery,1,Opened,Processed,2026-07-29,2026-07-31,3237.95,122.19,19.6,3,Yes
610,757,1291,Wrong Item,2026-02-19,Customer Refused,1,Damaged,Processed,2026-02-19,2026-02-20,79171.5,95.86,35.12,6,Yes
611,757,1292,Quality Issue,2026-02-19,Customer Refused,1,Damaged,Processed,2026-02-19,2026-02-22,3581.73,102.74,22.74,6,Yes
612,757,1293,Wrong Item,2026-02-21,Customer Refused,1,Damaged,Processed,2026-02-21,2026-02-24,53671.91,73.79,28.36,7,Yes
613,757,1294,Late Delivery,2026-02-19,Customer Refused,2,Sellable,Processed,2026-02-19,2026-02-22,6062.68,58.86,21.99,8,Yes
614,757,1295,Wrong Item,2026-02-23,Customer Refused,1,Sellable,Processed,2026-02-23,2026-02-24,1678.23,81.54,16.94,6,Yes
615,758,1296,Late Delivery,2026-04-01,Damaged Product,2,Sellable,Pending,2026-04-01,2026-04-02,3979.52,153.5,47.55,9,Yes
616,760,1302,Late Delivery,2025-07-25,Late Delivery,1,Opened,Processed,2025-07-25,2025-07-26,1567.5,59.21,15.59,5,Yes
617,761,1303,Late Delivery,2025-09-22,Customer Refused,1,Sellable,Processed,2025-09-22,2025-09-24,179230.5,100.04,10.6,2,Yes
618,761,1304,Quality Issue,2025-09-22,Customer Refused,1,Sellable,Processed,2025-09-22,2025-09-24,28678.09,120.28,29.84,3,Yes
619,762,1305,Quality Issue,2025-11-03,Customer Refused,1,Damaged,Pending,2025-11-03,2025-11-06,1779.5,71.48,22.02,3,Yes
620,762,1306,Wrong Item,2025-11-03,Customer Refused,1,Opened,Processed,2025-11-03,2025-11-06,4254.12,119.64,14.27,4,Yes
621,762,1307,Quality Issue,2025-11-03,Customer Refused,1,Sellable,Processed,2025-11-03,2025-11-05,2958.87,83.99,38.33,8,Yes
622,762,1308,Wrong Item,2025-10-30,Customer Refused,1,Opened,Processed,2025-10-30,2025-11-02,1700.48,119.21,20.61,6,Yes
623,763,1310,Late Delivery,2026-01-15,Product Quality,1,Opened,Processed,2026-01-16,2026-01-19,1698.53,150.25,28.61,1,Yes
624,764,1311,Quality Issue,2025-06-20,Customer Refused,1,Sellable,Processed,2025-06-20,2025-06-21,20575.29,77.37,31.65,3,Yes
625,766,1313,Wrong Item,2025-11-27,Customer Refused,1,Sellable,Pending,2025-11-27,2025-11-28,80361.05,147.68,26.71,8,Yes
626,767,1314,Quality Issue,2026-01-09,Product Quality,1,Opened,Processed,2026-01-09,2026-01-10,94515.4,89.9,25.04,2,Yes
627,769,1317,Late Delivery,2025-07-31,Customer Refused,1,Opened,Processed,2025-08-01,2025-08-04,2052.75,146.98,22.01,9,Yes
628,773,1325,Quality Issue,2024-11-01,Customer Refused,1,Damaged,Processed,2024-11-01,2024-11-04,3360.14,138.02,13.37,6,Yes
629,776,1329,Late Delivery,2025-03-16,Late Delivery,1,Sellable,Processed,2025-03-16,2025-03-17,67327.1,124.03,37.31,6,Yes
630,777,1330,Quality Issue,2025-09-01,Late Delivery,1,Damaged,Processed,2025-09-01,2025-09-02,2399.17,81.77,14.81,3,Yes
631,779,1333,Late Delivery,2026-06-23,Customer Refused,2,Sellable,Processed,2026-06-23,2026-06-26,7332.36,77.82,22.68,5,Yes
632,782,1336,Wrong Item,2025-05-16,Customer Refused,2,Opened,Pending,2025-05-16,2025-05-17,701.9,115.3,22.29,2,Yes
633,782,1337,Wrong Item,2025-05-17,Customer Refused,1,Damaged,Processed,2025-05-17,2025-05-18,7185.86,134.25,38.44,3,Yes
634,782,1338,Quality Issue,2025-05-14,Customer Refused,1,Opened,Processed,2025-05-14,2025-05-17,77226.75,83.81,21.68,5,Yes
635,782,1339,Quality Issue,2025-05-16,Customer Refused,1,Opened,Processed,2025-05-16,2025-05-18,96459.24,101.67,14.39,8,Yes
636,783,1340,Quality Issue,2025-06-27,Customer Refused,1,Damaged,Processed,2025-06-27,2025-06-30,1998.34,95.61,35.63,4,Yes
637,783,1341,Wrong Item,2025-06-30,Customer Refused,1,Sellable,Processed,2025-06-30,2025-07-01,75470.63,148.8,33.96,2,Yes
638,784,1342,Quality Issue,2025-10-03,Not as Described,1,Opened,Processed,2025-10-03,,3515.07,147.98,20.93,8,Yes
639,788,1347,Wrong Item,2026-05-17,Customer Refused,1,Sellable,Pending,2026-05-17,2026-05-18,1810.86,148.47,24.2,8,Yes
640,788,1348,Wrong Item,2026-05-16,Customer Refused,1,Opened,Processed,2026-05-16,2026-05-18,89495.38,100.46,22.62,4,Yes
641,789,1349,Late Delivery,2026-06-16,Product Quality,1,Sellable,Processed,2026-06-16,2026-06-19,111974.11,84.71,22.74,4,Yes
642,790,1354,Quality Issue,2025-01-11,Late Delivery,1,Sellable,Processed,2025-01-11,2025-01-14,30451.12,87.93,13.13,7,Yes
643,790,1355,Wrong Item,2025-01-09,Late Delivery,1,Opened,Processed,2025-01-09,2025-01-12,1310.79,111.74,31.53,3,Yes
644,793,1363,Wrong Item,2024-09-11,Customer Refused,1,Damaged,Processed,2024-09-11,2024-09-12,1823.19,73.51,31.63,5,Yes
645,796,1367,Quality Issue,2025-05-22,Customer Refused,3,Opened,Pending,2025-05-22,2025-05-23,13755.33,99.46,20.56,5,Yes
646,797,1370,Late Delivery,2026-08-03,Product Quality,1,Defective,Processed,2026-08-04,2026-08-05,3810.15,159.11,38.8,3,Yes
647,800,1378,Wrong Item,2025-12-28,Late Delivery,1,Damaged,Processed,2025-12-28,2025-12-31,18699.32,62.54,22.78,4,Yes
648,800,1379,Wrong Item,2025-12-26,Late Delivery,1,Opened,Processed,2025-12-26,2025-12-29,42340.3,97.66,24.8,2,Yes
649,801,1380,Quality Issue,2026-01-24,Customer Refused,1,Sellable,Processed,2026-01-24,2026-01-25,871.78,55.04,12.21,7,Yes
650,801,1381,Wrong Item,2026-01-22,Customer Refused,1,Opened,Processed,2026-01-22,2026-01-25,141132.19,74.31,21.98,9,Yes
651,802,1382,Quality Issue,2025-04-27,Customer Refused,2,Damaged,Processed,2025-04-27,2025-04-30,1554.35,138.67,20.01,9,Yes
652,802,1383,Late Delivery,2025-04-28,Customer Refused,1,Opened,Pending,2025-04-28,2025-04-29,843.73,65.11,34.09,5,Yes
653,804,1386,Quality Issue,2025-09-19,Late Delivery,1,Sellable,Processed,2025-09-19,2025-09-21,761.45,60.13,13.7,8,Yes
654,805,1387,Wrong Item,2025-02-21,Customer Refused,1,Damaged,Processed,2025-02-21,2025-02-23,1336.9,84.08,15.92,1,Yes
655,805,1388,Wrong Item,2025-02-20,Customer Refused,1,Opened,Processed,2025-02-20,2025-02-23,1949.94,121.82,26.83,2,Yes
656,805,1389,Late Delivery,2025-02-20,Customer Refused,1,Sellable,Processed,2025-02-20,2025-02-22,6131.9,132.49,36.28,2,Yes
657,806,1390,Quality Issue,2025-12-01,Customer Refused,1,Opened,Processed,2025-12-01,2025-12-04,6409.57,134.71,19.69,4,Yes
658,806,1391,Wrong Item,2025-11-30,Customer Refused,1,Opened,Pending,2025-11-30,2025-12-01,1015.62,110.5,36.57,7,Yes
659,807,1392,Quality Issue,2025-12-15,Late Delivery,1,Opened,Processed,2025-12-15,2025-12-17,31923.55,135.38,24.32,7,Yes
660,809,1396,Late Delivery,2025-06-21,Customer Refused,1,Sellable,Processed,2025-06-21,2025-06-24,56227.35,101.97,14.47,6,Yes
661,811,1399,Late Delivery,2026-07-29,Customer Refused,1,Sellable,Processed,2026-07-29,2026-08-01,165567.2,91.65,17.73,5,Yes
662,812,1400,Quality Issue,2025-05-03,Late Delivery,1,Sellable,Processed,2025-05-03,2025-05-05,4990.11,107.38,20.12,5,Yes
663,813,1401,Quality Issue,2025-01-25,Customer Refused,2,Sellable,Processed,2025-01-25,2025-01-27,3282.36,89.59,28.38,2,Yes
664,813,1402,Quality Issue,2025-01-26,Customer Refused,1,Sellable,Processed,2025-01-26,2025-01-29,141.18,88.24,26.35,6,Yes
665,815,1407,Quality Issue,2026-05-08,Late Delivery,1,Sellable,Failed,2026-05-08,2026-05-11,82840.37,118.76,33.85,1,Yes
666,816,1408,Wrong Item,2026-02-13,Late Delivery,1,Damaged,Processed,2026-02-13,2026-02-14,138968.85,130.54,24.23,8,Yes
667,818,1410,Quality Issue,2026-04-19,Late Delivery,1,Opened,Processed,2026-04-19,2026-04-22,2674.7,106.14,21.09,4,Yes
668,820,1412,Quality Issue,2026-05-10,Customer Refused,1,Sellable,Processed,2026-05-10,2026-05-12,2981.73,106.39,20.2,5,Yes
669,821,1413,Late Delivery,2024-08-27,Customer Refused,1,Opened,Processed,2024-08-27,2024-08-29,5431.26,58.83,20.24,1,Yes
670,821,1414,Late Delivery,2024-08-29,Customer Refused,1,Opened,Processed,2024-08-29,2024-08-31,1353.94,84.06,18.14,1,Yes
671,821,1415,Quality Issue,2024-08-31,Customer Refused,1,Sellable,Processed,2024-08-31,2024-09-02,31896.24,136.81,37.06,5,Yes
672,821,1416,Wrong Item,2024-08-28,Customer Refused,1,Damaged,Processed,2024-08-28,2024-08-31,3802.67,141.27,30.15,4,Yes
673,822,1418,Quality Issue,2024-09-20,Changed Mind,1,Opened,Processed,2024-09-20,2024-09-21,2521.41,96.22,25.46,7,Yes
674,824,1423,Wrong Item,2025-01-21,Customer Refused,1,Damaged,Processed,2025-01-21,2025-01-24,274.73,63.62,39.42,2,Yes
675,824,1424,Wrong Item,2025-01-17,Customer Refused,1,Opened,Processed,2025-01-17,2025-01-20,2559.4,108.73,13.52,4,Yes
676,826,1427,Quality Issue,2025-06-29,Customer Refused,1,Sellable,Processed,2025-06-29,2025-06-30,36017.37,108.66,12.86,3,Yes
677,829,1431,Quality Issue,2024-08-14,Customer Refused,1,Damaged,Processed,2024-08-14,2024-08-16,50627.36,148.73,31.09,8,Yes
678,829,1432,Wrong Item,2024-08-17,Customer Refused,1,Damaged,Processed,2024-08-17,2024-08-18,25266.54,57.13,38.32,6,Yes
679,831,1435,Late Delivery,2025-02-12,Size/Fit Issue,1,Opened,Failed,2025-02-12,2025-02-15,2452.27,156.39,41.59,9,Yes
680,831,1436,Wrong Item,2025-02-07,Product Quality,1,Opened,Pending,2025-02-07,,1299.77,91.27,40.25,6,Yes
681,831,1437,Wrong Item,2025-02-08,Damaged Product,1,Opened,Processed,2025-02-08,2025-02-10,16388.27,96.59,22.96,4,Yes
682,832,1439,Wrong Item,2025-03-11,Late Delivery,1,Opened,Processed,2025-03-11,2025-03-13,2127.08,82.0,31.93,5,Yes
683,832,1440,Late Delivery,2025-03-11,Late Delivery,1,Sellable,Processed,2025-03-11,2025-03-14,3136.2,119.63,35.64,5,Yes
684,832,1441,Quality Issue,2025-03-14,Late Delivery,1,Sellable,Processed,2025-03-14,2025-03-17,1037.71,85.49,27.94,3,Yes
685,832,1442,Quality Issue,2025-03-15,Late Delivery,1,Sellable,Processed,2025-03-15,2025-03-18,3970.58,141.31,39.1,1,Yes
686,834,1444,Wrong Item,2025-09-24,Customer Refused,1,Opened,Processed,2025-09-24,2025-09-26,67628.38,98.87,14.64,9,Yes
687,834,1445,Late Delivery,2025-09-27,Customer Refused,1,Damaged,Processed,2025-09-27,2025-09-28,833.98,115.71,29.16,3,Yes
688,835,1447,Late Delivery,2024-11-19,Late Delivery,2,Opened,Processed,2024-11-20,,0.0,87.17,24.74,5,No
689,837,1451,Quality Issue,2025-10-31,Late Delivery,3,Sellable,Processed,2025-10-31,2025-11-01,7942.97,127.35,14.33,5,Yes
690,839,1453,Quality Issue,2026-05-03,Customer Refused,1,Opened,Pending,2026-05-03,2026-05-06,1302.17,102.72,37.05,8,Yes
691,839,1454,Quality Issue,2026-05-07,Customer Refused,1,Opened,Processed,2026-05-07,2026-05-10,12724.48,70.73,27.25,1,Yes
692,843,1460,Quality Issue,2025-03-16,Late Delivery,1,Opened,Processed,2025-03-16,2025-03-18,454.17,115.43,17.65,4,Yes
693,845,1462,Quality Issue,2024-08-21,Customer Refused,1,Sellable,Processed,2024-08-21,2024-08-22,3404.87,145.4,22.18,8,Yes
694,845,1463,Wrong Item,2024-08-22,Customer Refused,1,Sellable,Processed,2024-08-22,2024-08-23,1435.82,100.54,29.96,1,Yes
695,846,1464,Late Delivery,2024-09-16,Late Delivery,1,Opened,Processed,2024-09-16,2024-09-17,417.88,128.49,20.46,7,Yes
696,846,1465,Quality Issue,2024-09-13,Late Delivery,1,Opened,Processed,2024-09-13,2024-09-14,1757.87,120.35,14.41,8,Yes
697,846,1466,Wrong Item,2024-09-17,Late Delivery,1,Opened,Processed,2024-09-17,2024-09-20,526.86,62.57,16.85,1,Yes
698,846,1467,Wrong Item,2024-09-17,Late Delivery,1,Opened,Pending,2024-09-17,2024-09-20,1353.94,73.06,27.56,5,Yes
699,846,1468,Quality Issue,2024-09-15,Late Delivery,1,Opened,Processed,2024-09-15,2024-09-16,1318.54,58.02,22.5,3,Yes
700,848,1470,Quality Issue,2026-07-06,Late Delivery,1,Damaged,Processed,2026-07-06,2026-07-07,3138.55,147.11,37.24,8,Yes
701,849,1471,Quality Issue,2026-08-02,Product Quality,1,Damaged,Processed,2026-08-02,2026-08-03,100436.72,140.29,16.8,2,Yes
702,850,1472,Wrong Item,2026-01-09,Late Delivery,1,Damaged,Processed,2026-01-09,2026-01-11,49591.25,147.42,20.15,4,Yes
703,853,1475,Wrong Item,2024-08-22,Late Delivery,1,Opened,Pending,2024-08-23,2024-08-26,928.98,101.15,35.77,7,Yes
704,855,1477,Wrong Item,2026-01-21,Late Delivery,1,Damaged,Processed,2026-01-21,2026-01-22,850.45,52.46,15.64,6,Yes
705,856,1478,Quality Issue,2026-02-18,Damaged Product,2,Sellable,Processed,2026-02-18,2026-02-19,97812.08,156.27,33.2,2,Yes
706,857,1480,Late Delivery,2026-02-07,Size/Fit Issue,1,Sellable,Processed,2026-02-07,2026-02-09,1304.47,168.66,46.58,8,Yes
707,857,1481,Wrong Item,2026-02-05,Damaged Product,1,Defective,Processed,2026-02-05,2026-02-07,1561.84,75.73,35.58,4,Yes
708,859,1484,Late Delivery,2025-12-29,Customer Refused,2,Sellable,Processed,2025-12-29,2026-01-01,198623.61,113.75,11.26,5,Yes
709,861,1486,Wrong Item,2026-03-08,Late Delivery,1,Opened,Processed,2026-03-08,2026-03-11,60887.16,66.03,20.23,3,Yes
710,862,1487,Late Delivery,2024-09-17,Customer Refused,1,Sellable,Processed,2024-09-18,2024-09-21,3287.05,102.59,11.25,4,Yes
711,866,1492,Late Delivery,2025-02-05,Late Delivery,1,Opened,Processed,2025-02-05,2025-02-06,3480.15,75.41,26.3,9,Yes
712,866,1493,Late Delivery,2025-02-07,Late Delivery,1,Damaged,Processed,2025-02-07,2025-02-09,11889.97,97.53,26.74,2,Yes
713,866,1494,Quality Issue,2025-02-08,Late Delivery,1,Damaged,Processed,2025-02-08,2025-02-09,3314.16,71.44,28.19,3,Yes
714,867,1495,Quality Issue,2025-01-16,Customer Refused,1,Damaged,Failed,2025-01-16,2025-01-18,4110.18,108.09,28.01,2,Yes
715,867,1496,Wrong Item,2025-01-15,Customer Refused,1,Damaged,Processed,2025-01-15,2025-01-18,1180.85,109.42,23.64,1,Yes
716,867,1497,Late Delivery,2025-01-17,Customer Refused,1,Sellable,Pending,2025-01-17,2025-01-19,2725.86,62.32,34.93,4,Yes
717,869,1500,Late Delivery,2025-08-16,Late Delivery,1,Damaged,Processed,2025-08-16,2025-08-17,38569.49,98.17,23.09,8,Yes
718,870,1501,Quality Issue,2025-09-05,Customer Refused,2,Opened,Processed,2025-09-05,2025-09-07,4737.27,73.25,13.06,1,Yes
719,870,1502,Late Delivery,2025-09-08,Customer Refused,1,Sellable,Processed,2025-09-08,2025-09-11,282.42,92.02,13.34,1,Yes
720,872,1505,Quality Issue,2026-06-20,Customer Refused,1,Sellable,Pending,2026-06-20,2026-06-23,1897.35,65.7,18.03,3,Yes
721,874,1507,Wrong Item,2025-09-24,Late Delivery,1,Sellable,Processed,2025-09-25,2025-09-26,614.51,109.75,32.74,4,Yes
722,875,1508,Wrong Item,2026-01-10,Customer Refused,1,Sellable,Pending,2026-01-10,2026-01-12,625.35,133.31,31.13,1,Yes
723,877,1511,Quality Issue,2026-02-26,Late Delivery,1,Opened,Processed,2026-02-26,2026-02-28,431.24,99.58,33.91,6,Yes
724,878,1512,Wrong Item,2026-01-02,Late Delivery,1,Sellable,Processed,2026-01-02,2026-01-04,65659.6,75.1,34.69,1,Yes
725,878,1513,Quality Issue,2026-01-03,Late Delivery,2,Damaged,Processed,2026-01-03,2026-01-06,81639.65,50.57,29.44,5,Yes
726,878,1514,Quality Issue,2025-12-30,Late Delivery,2,Damaged,Processed,2025-12-30,2026-01-01,289364.01,142.66,24.25,8,Yes
727,878,1515,Late Delivery,2025-12-30,Late Delivery,1,Sellable,Pending,2025-12-30,2025-12-31,27094.6,145.53,33.99,8,Yes
728,879,1516,Late Delivery,2026-01-20,Late Delivery,1,Opened,Processed,2026-01-20,2026-01-23,236.0,80.64,26.03,2,Yes
729,879,1517,Quality Issue,2026-01-16,Late Delivery,1,Damaged,Processed,2026-01-16,2026-01-19,899.54,83.0,10.49,1,Yes
730,879,1518,Quality Issue,2026-01-19,Late Delivery,1,Sellable,Processed,2026-01-19,2026-01-20,13330.81,70.07,17.6,1,Yes
731,879,1519,Late Delivery,2026-01-16,Late Delivery,1,Sellable,Processed,2026-01-16,2026-01-19,3023.33,101.79,17.87,2,Yes
732,879,1520,Quality Issue,2026-01-17,Late Delivery,1,Damaged,Processed,2026-01-17,2026-01-18,1477.92,56.44,36.62,7,Yes
733,881,1522,Late Delivery,2025-12-30,Late Delivery,2,Damaged,Processed,2025-12-30,2026-01-02,6738.74,107.94,39.61,4,Yes
734,881,1523,Late Delivery,2025-12-27,Late Delivery,1,Sellable,Processed,2025-12-27,2025-12-28,1387.34,148.34,15.44,9,Yes
735,891,1536,Late Delivery,2024-10-28,Customer Refused,1,Opened,Processed,2024-10-28,2024-10-30,1496.14,143.23,20.52,5,Yes
736,900,1557,Wrong Item,2025-09-23,Late Delivery,2,Damaged,Pending,2025-09-23,2025-09-25,7439.1,112.77,25.2,6,Yes
737,901,1558,Wrong Item,2024-10-14,Late Delivery,1,Opened,Processed,2024-10-14,2024-10-15,66825.59,55.44,22.56,2,Yes
738,902,1559,Wrong Item,2025-07-23,Size/Fit Issue,1,Opened,Pending,2025-07-23,2025-07-24,784.67,95.13,19.03,4,Yes
739,903,1560,Late Delivery,2025-09-01,Customer Refused,1,Opened,Processed,2025-09-01,2025-09-03,4306.22,114.03,22.18,2,Yes
740,903,1561,Late Delivery,2025-09-02,Customer Refused,1,Damaged,Processed,2025-09-02,2025-09-04,955.28,67.43,30.63,7,Yes
741,904,1562,Wrong Item,2025-09-13,Customer Refused,1,Opened,Pending,2025-09-13,2025-09-16,70230.02,100.33,38.88,7,Yes
742,904,1563,Quality Issue,2025-09-10,Customer Refused,1,Damaged,Processed,2025-09-10,2025-09-11,897.32,90.9,27.47,6,Yes
743,906,1566,Late Delivery,2025-09-01,Customer Refused,1,Damaged,Processed,2025-09-02,2025-09-05,1784.61,95.32,25.34,2,Yes
744,907,1567,Late Delivery,2025-09-20,Late Delivery,1,Opened,Processed,2025-09-20,2025-09-23,16014.6,142.34,36.28,8,Yes
745,908,1568,Quality Issue,2025-10-15,Late Delivery,1,Damaged,Processed,2025-10-15,2025-10-16,71177.29,126.84,38.2,4,Yes
746,909,1569,Late Delivery,2024-09-22,Customer Refused,1,Sellable,Processed,2024-09-22,2024-09-25,3780.76,140.02,35.09,4,Yes
747,914,1582,Late Delivery,2025-01-29,Late Delivery,1,Sellable,Processed,2025-01-29,2025-02-01,41968.66,64.42,34.97,4,Yes
748,916,1585,Quality Issue,2026-01-11,Customer Refused,1,Opened,Processed,2026-01-11,2026-01-13,2209.45,137.79,34.05,8,Yes
749,918,1590,Late Delivery,2026-06-26,Late Delivery,2,Sellable,Failed,2026-06-26,2026-06-27,1250.7,52.58,24.79,2,Yes
750,918,1591,Wrong Item,2026-06-28,Late Delivery,1,Opened,Processed,2026-06-28,2026-06-30,1424.65,118.04,17.24,3,Yes
751,923,1598,Quality Issue,2025-10-08,Late Delivery,1,Damaged,Processed,2025-10-08,2025-10-10,1838.29,146.46,23.86,7,Yes
752,923,1599,Quality Issue,2025-10-08,Late Delivery,1,Damaged,Processed,2025-10-08,2025-10-10,806.78,51.83,34.24,1,Yes
753,923,1600,Late Delivery,2025-10-07,Late Delivery,1,Sellable,Processed,2025-10-07,2025-10-10,2945.76,118.12,33.78,1,Yes
754,924,1601,Late Delivery,2025-11-02,Late Delivery,3,Opened,Processed,2025-11-02,2025-11-04,13252.38,80.46,31.22,9,Yes
755,924,1602,Quality Issue,2025-11-02,Late Delivery,2,Sellable,Processed,2025-11-02,2025-11-05,797.8,110.24,36.27,2,Yes
756,924,1603,Wrong Item,2025-11-03,Late Delivery,1,Opened,Processed,2025-11-03,2025-11-05,2221.48,50.51,12.82,3,Yes
757,925,1604,Late Delivery,2024-11-08,Late Delivery,1,Damaged,Processed,2024-11-08,2024-11-10,926.8,125.1,37.6,6,Yes
758,925,1605,Wrong Item,2024-11-09,Late Delivery,1,Opened,Processed,2024-11-09,2024-11-10,5625.44,129.48,21.73,7,Yes
759,927,1607,Wrong Item,2025-04-04,Customer Refused,3,Damaged,Processed,2025-04-04,2025-04-07,54501.18,76.97,33.77,2,Yes
760,930,1611,Late Delivery,2026-03-01,Customer Refused,1,Damaged,Processed,2026-03-01,2026-03-03,7278.08,65.4,19.76,3,Yes
761,931,1612,Quality Issue,2026-04-01,Customer Refused,1,Opened,Processed,2026-04-01,2026-04-03,2254.98,86.9,32.46,9,Yes
762,936,1619,Late Delivery,2025-06-11,Customer Refused,1,Sellable,Processed,2025-06-12,2025-06-13,4633.11,119.27,25.71,2,Yes
763,942,1628,Wrong Item,2024-12-22,Late Delivery,2,Opened,Processed,2024-12-22,2024-12-23,3271.71,78.81,25.06,8,Yes
764,943,1629,Wrong Item,2025-02-06,Late Delivery,1,Opened,Processed,2025-02-06,2025-02-09,3478.5,50.03,18.88,1,Yes
765,944,1630,Wrong Item,2025-07-28,Customer Refused,1,Damaged,Pending,2025-07-28,2025-07-31,38068.59,80.28,31.47,6,Yes
766,945,1631,Late Delivery,2026-06-21,Customer Refused,1,Opened,Processed,2026-06-22,2026-06-25,606.98,139.06,30.12,7,Yes
767,948,1639,Quality Issue,2024-09-24,Late Delivery,1,Sellable,Pending,2024-09-24,2024-09-25,46739.78,104.23,27.42,5,Yes
768,949,1640,Quality Issue,2025-12-18,Late Delivery,1,Opened,Processed,2025-12-18,2025-12-19,2446.17,94.09,35.61,5,Yes
769,949,1641,Wrong Item,2025-12-22,Late Delivery,1,Opened,Processed,2025-12-22,2025-12-25,2890.59,106.5,16.65,9,Yes
770,951,1645,Late Delivery,2025-03-05,Size/Fit Issue,1,Damaged,Pending,2025-03-06,2025-03-07,3458.77,178.23,19.69,4,Yes
771,953,1648,Quality Issue,2025-09-09,Customer Refused,1,Damaged,Processed,2025-09-09,2025-09-11,29304.27,120.72,37.57,5,Yes
772,957,1654,Wrong Item,2025-02-19,Changed Mind,1,Damaged,Processed,2025-02-19,2025-02-21,47459.41,141.6,31.81,8,Yes
